query_id,filter_expr,chosen_strategy,chosen_index,actual_recall,latency_ms,fallback
q_16370,rare_tag = 'X' AND attr = 'Z',root search,root,0.977,1.03,否
q_16371,department = 'R&D',root search,root,0.933,0.71,否
q_16372,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.935,2.16,是
q_16373,city = 'Beijing',brute-force fallback,N/A,0.98,3.24,是
q_16374,"age ∈ [20,60] AND attr = 'D'",root search,root,0.95,0.57,否
q_16375,department = 'R&D',root search,root,0.958,1.25,否
q_16376,"age ∈ [20,60] AND country = 'US'",root search,root,0.952,1.2,否
q_16377,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.974,1.3,否
q_16378,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.941,1.33,否
q_16379,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.978,0.42,否
q_16380,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.97,1.3,否
q_16381,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.928,1.15,否
q_16382,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.972,1.3,否
q_16383,city = 'Beijing',covering search,attr = income,0.926,0.44,否
q_16384,city = 'Beijing',root search,root,0.949,1.32,否
q_16385,city = 'Beijing',root search,root,0.975,0.46,否
q_16386,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.927,1.5,否
q_16387,rare_tag = 'X' AND attr = 'Z',root search,root,0.924,1.18,否
q_16388,city = 'Beijing',covering search,attr = income,0.952,1.22,否
q_16389,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.929,1.04,否
q_16390,city = 'Beijing',root search,root,0.939,1.42,否
q_16391,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.931,1.18,否
q_16392,department = 'R&D',brute-force fallback,N/A,0.944,5.84,是
q_16393,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.957,0.71,否
q_16394,"age ∈ [20,60] AND attr = 'D'",root search,root,0.938,0.28,否
q_16395,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.956,0.59,否
q_16396,"age ∈ [20,60] AND attr = 'D'",root search,root,0.93,0.83,否
q_16397,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.938,4.71,是
q_16398,"age ∈ [20,60] AND attr = 'D'",root search,root,0.94,0.25,否
q_16399,department = 'R&D',root search,root,0.934,0.43,否
q_16400,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.932,4.15,是
q_16401,"age ∈ [20,60] AND attr = 'D'",root search,root,0.959,0.45,否
q_16402,city = 'Beijing',root search,root,0.97,1.03,否
q_16403,"age ∈ [20,60] AND attr = 'D'",root search,root,0.948,1.27,否
q_16404,rare_tag = 'X' AND attr = 'Z',root search,root,0.976,1.49,否
q_16405,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.98,0.46,否
q_16406,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.921,1.0,否
q_16407,"age ∈ [20,60] AND gender = 'M'",root search,root,0.971,0.89,否
q_16408,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.939,0.28,否
q_16409,city = 'Beijing',covering search,attr = income,0.956,0.56,否
q_16410,city = 'Beijing',root search,root,0.926,0.36,否
q_16411,city = 'Beijing',root search,root,0.922,0.84,否
q_16412,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.958,0.84,否
q_16413,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.966,0.38,否
q_16414,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.947,0.95,否
q_16415,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.933,0.94,否
q_16416,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.928,0.85,否
q_16417,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.941,0.32,否
q_16418,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.971,0.24,否
q_16419,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.968,1.3,否
q_16420,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.931,0.76,否
q_16421,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.964,0.93,否
q_16422,"age ∈ [20,60] AND gender = 'M'",root search,root,0.921,0.94,否
q_16423,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.975,2.49,是
q_16424,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.96,0.78,否
q_16425,rare_tag = 'X' AND attr = 'Z',root search,root,0.94,1.34,否
q_16426,"age ∈ [20,60] AND gender = 'M'",root search,root,0.954,0.92,否
q_16427,"age ∈ [20,60] AND gender = 'M'",root search,root,0.932,0.84,否
q_16428,department = 'R&D',root search,root,0.954,0.24,否
q_16429,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.951,0.59,否
q_16430,department = 'R&D',root search,root,0.944,1.13,否
q_16431,city = 'Beijing',root search,root,0.923,1.22,否
q_16432,department = 'R&D',covering search,attr = country,0.938,0.38,否
q_16433,department = 'R&D',root search,root,0.943,1.23,否
q_16434,city = 'Beijing',root search,root,0.979,1.35,否
q_16435,department = 'R&D',covering search,attr = country,0.929,0.66,否
q_16436,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.941,0.57,否
q_16437,city = 'Beijing',root search,root,0.962,1.23,否
q_16438,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.968,0.66,否
q_16439,department = 'R&D',root search,root,0.952,0.67,否
q_16440,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.976,0.29,否
q_16441,department = 'R&D',upward search,attr = D → root,0.98,0.81,否
q_16442,department = 'R&D',upward search,attr = B → root,0.935,0.94,否
q_16443,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.931,1.18,否
q_16444,city = 'Beijing',root search,root,0.927,0.39,否
q_16445,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.92,0.5,否
q_16446,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.928,0.85,否
q_16447,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.968,1.08,否
q_16448,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.96,2.23,是
q_16449,"age ∈ [20,60] AND gender = 'M'",root search,root,0.945,1.19,否
q_16450,department = 'R&D',root search,root,0.951,0.34,否
q_16451,department = 'R&D',root search,root,0.943,0.96,否
q_16452,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.961,0.8,否
q_16453,city = 'Beijing',root search,root,0.935,0.71,否
q_16454,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.932,0.72,否
q_16455,"age ∈ [20,60] AND gender = 'M'",root search,root,0.947,0.64,否
q_16456,department = 'R&D',brute-force fallback,N/A,0.976,2.64,是
q_16457,"age ∈ [20,60] AND country = 'US'",root search,root,0.96,0.23,否
q_16458,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.933,0.98,否
q_16459,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.977,0.44,否
q_16460,"age ∈ [20,60] AND gender = 'M'",root search,root,0.966,1.04,否
q_16461,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.979,0.88,否
q_16462,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.975,0.59,否
q_16463,city = 'Beijing',root search,root,0.963,1.2,否
q_16464,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.973,0.53,否
q_16465,"age ∈ [20,60] AND gender = 'M'",root search,root,0.93,0.46,否
q_16466,department = 'R&D',upward search,attr = D → root,0.954,0.57,否
q_16467,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.973,0.36,否
q_16468,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.977,0.97,否
q_16469,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.933,1.11,否
q_16470,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.955,1.25,否
q_16471,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.925,0.89,否
q_16472,city = 'Beijing',covering search,attr = country,0.959,0.29,否
q_16473,"age ∈ [20,60] AND gender = 'M'",root search,root,0.975,0.9,否
q_16474,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.931,5.03,是
q_16475,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.972,1.35,否
q_16476,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.926,1.26,否
q_16477,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.968,1.2,否
q_16478,city = 'Beijing',covering search,attr = age,0.952,0.46,否
q_16479,city = 'Beijing',upward search,attr = B → root,0.929,0.23,否
q_16480,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.944,1.4,否
q_16481,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.93,1.39,否
q_16482,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.927,0.89,否
q_16483,rare_tag = 'X' AND attr = 'Z',root search,root,0.966,0.43,否
q_16484,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.946,0.68,否
q_16485,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.955,1.42,否
q_16486,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.928,0.47,否
q_16487,"age ∈ [20,60] AND gender = 'M'",root search,root,0.955,1.43,否
q_16488,"age ∈ [20,60] AND attr = 'D'",root search,root,0.929,1.18,否
q_16489,city = 'Beijing',covering search,attr = income,0.933,1.39,否
q_16490,rare_tag = 'X' AND attr = 'Z',root search,root,0.933,0.53,否
q_16491,department = 'R&D',upward search,attr = B → root,0.98,0.64,否
q_16492,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.921,0.97,否
q_16493,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.953,1.49,否
q_16494,department = 'R&D',root search,root,0.946,1.16,否
q_16495,department = 'R&D',brute-force fallback,N/A,0.964,3.24,是
q_16496,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.97,0.23,否
q_16497,rare_tag = 'X' AND attr = 'Z',root search,root,0.921,1.49,否
q_16498,"age ∈ [20,60] AND gender = 'M'",root search,root,0.93,0.59,否
q_16499,city = 'Beijing',root search,root,0.925,1.35,否
q_16500,department = 'R&D',covering search,attr = age,0.923,0.22,否
q_16501,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.954,1.44,否
q_16502,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.961,0.59,否
q_16503,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.948,1.31,否
q_16504,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.934,1.12,否
q_16505,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.935,0.91,否
q_16506,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.943,5.82,是
q_16507,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.95,0.73,否
q_16508,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.923,1.01,否
q_16509,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.957,5.77,是
q_16510,city = 'Beijing',covering search,attr = income,0.97,1.17,否
q_16511,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.925,1.06,否
q_16512,department = 'R&D',covering search,attr = age,0.957,0.38,否
q_16513,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.931,0.39,否
q_16514,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.936,0.83,否
q_16515,city = 'Beijing',brute-force fallback,N/A,0.992,4.22,是
q_16516,department = 'R&D',covering search,attr = country,0.923,1.01,否
q_16517,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.977,1.08,否
q_16518,department = 'R&D',root search,root,0.961,0.34,否
q_16519,city = 'Beijing',upward search,attr = B → root,0.965,0.24,否
q_16520,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.951,1.3,否
q_16521,department = 'R&D',root search,root,0.924,0.22,否
q_16522,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.943,1.43,否
q_16523,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.953,0.43,否
q_16524,department = 'R&D',root search,root,0.959,0.6,否
q_16525,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.938,3.34,是
q_16526,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.977,1.19,否
q_16527,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.921,0.88,否
q_16528,"age ∈ [20,60] AND gender = 'M'",root search,root,0.941,0.38,否
q_16529,"age ∈ [20,60] AND gender = 'M'",root search,root,0.96,0.82,否
q_16530,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.943,1.22,否
q_16531,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.937,0.46,否
q_16532,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.932,0.26,否
q_16533,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.946,0.23,否
q_16534,"age ∈ [20,60] AND gender = 'M'",root search,root,0.948,0.8,否
q_16535,city = 'Beijing',covering search,attr = age,0.955,0.54,否
q_16536,"age ∈ [20,60] AND attr = 'D'",root search,root,0.925,0.83,否
q_16537,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.931,1.18,否
q_16538,rare_tag = 'X' AND attr = 'Z',root search,root,0.971,0.46,否
q_16539,"age ∈ [20,60] AND attr = 'D'",root search,root,0.924,0.2,否
q_16540,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.94,1.41,否
q_16541,department = 'R&D',root search,root,0.963,0.21,否
q_16542,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.948,1.27,否
q_16543,city = 'Beijing',root search,root,0.967,0.87,否
q_16544,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.932,3.1,是
q_16545,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.957,4.16,是
q_16546,"age ∈ [20,60] AND gender = 'M'",root search,root,0.921,0.46,否
q_16547,city = 'Beijing',root search,root,0.941,1.41,否
q_16548,department = 'R&D',covering search,attr = income,0.978,0.23,否
q_16549,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.974,0.86,否
q_16550,department = 'R&D',root search,root,0.953,1.06,否
q_16551,rare_tag = 'X' AND attr = 'Z',root search,root,0.978,0.38,否
q_16552,department = 'R&D',covering search,attr = age,0.969,0.54,否
q_16553,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.922,0.67,否
q_16554,city = 'Beijing',covering search,attr = age,0.96,0.28,否
q_16555,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.949,1.12,否
q_16556,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.952,0.5,否
q_16557,city = 'Beijing',root search,root,0.962,0.35,否
q_16558,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.974,0.92,否
q_16559,rare_tag = 'X' AND attr = 'Z',root search,root,0.959,1.4,否
q_16560,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.966,1.04,否
q_16561,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.972,0.7,否
q_16562,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.948,0.98,否
q_16563,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.952,1.25,否
q_16564,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.964,0.98,否
q_16565,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.954,2.47,是
q_16566,city = 'Beijing',root search,root,0.979,1.03,否
q_16567,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.953,1.26,否
q_16568,department = 'R&D',upward search,attr = D → root,0.927,0.63,否
q_16569,"age ∈ [20,60] AND gender = 'M'",root search,root,0.95,1.24,否
q_16570,"age ∈ [20,60] AND country = 'US'",root search,root,0.968,1.4,否
q_16571,"age ∈ [20,60] AND gender = 'M'",root search,root,0.929,1.25,否
q_16572,rare_tag = 'X' AND attr = 'Z',root search,root,0.934,0.95,否
q_16573,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.963,4.21,是
q_16574,rare_tag = 'X' AND attr = 'Z',root search,root,0.933,0.37,否
q_16575,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.935,1.4,否
q_16576,city = 'Beijing',upward search,attr = B → root,0.944,1.27,否
q_16577,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.922,0.39,否
q_16578,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.936,4.68,是
q_16579,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.972,1.46,否
q_16580,"age ∈ [20,60] AND country = 'US'",root search,root,0.952,1.43,否
q_16581,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.962,1.22,否
q_16582,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.963,0.52,否
q_16583,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.962,0.51,否
q_16584,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.963,1.45,否
q_16585,rare_tag = 'X' AND attr = 'Z',root search,root,0.979,0.82,否
q_16586,"age ∈ [20,60] AND gender = 'M'",root search,root,0.966,0.23,否
q_16587,department = 'R&D',upward search,attr = B → root,0.93,0.35,否
q_16588,"age ∈ [20,60] AND gender = 'M'",root search,root,0.949,1.07,否
q_16589,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.971,1.5,否
q_16590,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.935,1.48,否
q_16591,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.952,0.52,否
q_16592,rare_tag = 'X' AND attr = 'Z',root search,root,0.931,1.22,否
q_16593,department = 'R&D',root search,root,0.972,0.38,否
q_16594,"age ∈ [20,60] AND country = 'US'",root search,root,0.956,1.33,否
q_16595,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.955,1.33,否
q_16596,city = 'Beijing',covering search,attr = country,0.943,0.46,否
q_16597,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.925,0.39,否
q_16598,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.931,0.49,否
q_16599,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.964,0.73,否
q_16600,department = 'R&D',covering search,attr = country,0.932,0.57,否
q_16601,city = 'Beijing',covering search,attr = country,0.972,0.71,否
q_16602,rare_tag = 'X' AND attr = 'Z',root search,root,0.933,0.91,否
q_16603,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.98,0.56,否
